Latitude,Longitude,Sample Date,soil,vpd,srad,water_def
-28.760833,17.730278,02-01-2011,0.0,2.819999933242798,317.50146484375,228.40000915527344
-26.861111,28.884722,03-01-2011,35.70000076293945,0.7999999523162842,240.59823608398438,0.0
-26.45,28.085833,03-01-2011,9.90000057220459,0.9300000071525574,245.3014373779297,0.0
-27.671111,27.236944,03-01-2011,28.200000762939453,1.1799999475479126,250.50262451171875,0.0
-27.356667,27.286389,03-01-2011,21.30000114440918,1.1200000047683716,253.00045776367188,0.0
-27.01011111,26.69808333,04-01-2011,5.300000190734863,1.1899999380111694,256.2017822265625,0.0
-25.127778,27.628889,04-01-2011,1.100000023841858,1.2999999523162842,250.80299377441406,56.10000228881836
-25.20639,27.558,04-01-2011,1.100000023841858,1.25,250.39987182617188,51.900001525878906
-24.69514,27.40906,04-01-2011,1.399999976158142,1.3600000143051147,246.70054626464844,54.900001525878906
-26.98472222,26.63227778,04-01-2011,8.300000190734863,1.209999918937683,254.5023193359375,0.0
-28.141944,26.417778,04-01-2011,22.30000114440918,1.3399999141693115,252.2969512939453,0.0
-27.398611,26.614722,04-01-2011,4.300000190734863,1.2899999618530273,259.1027526855469,0.0
-33.501667,21.624167,04-01-2011,0.10000000149011612,1.3399999141693115,304.9964904785156,171.0
-32.502778,19.535833,04-01-2011,0.6000000238418579,2.190000057220459,333.500244140625,225.8000030517578
-25.45963889,28.26430556,04-01-2011,1.399999976158142,1.1200000047683716,246.5977783203125,33.10000228881836
-27.495556,26.074722,04-01-2011,0.4000000059604645,1.3199999332427979,262.29620361328125,9.100000381469727
-26.648056,27.089444,05-01-2011,1.399999976158142,1.0199999809265137,253.1980743408203,0.0
-26.970278,27.211111,05-01-2011,13.300000190734863,1.0799999237060547,251.79896545410156,0.0
-27.38972222,26.46388889,05-01-2011,0.4000000059604645,1.309999942779541,260.20147705078125,0.5
-27.044444,27.005,05-01-2011,13.40000057220459,1.1299999952316284,252.59732055664062,0.0
-30.830556,26.921389,06-01-2011,0.5,1.350000023841858,235.997802734375,20.899999618530273
-27.00222,28.76528,06-01-2011,39.20000076293945,0.8299999833106995,239.09637451171875,0.0
-27.02314,28.59389,06-01-2011,36.79999923706055,0.8899999856948853,239.49951171875,0.0
-30.679722,26.7125,06-01-2011,0.4000000059604645,1.5199999809265137,236.40093994140625,27.0
-30.160091,27.40124,06-01-2011,31.30000114440918,1.2699999809265137,226.7969207763672,0.0
-32.595833,19.009444,06-01-2011,2.700000047683716,2.0199999809265137,331.9983825683594,226.6999969482422
-25.99136,27.84208,10-01-2011,11.0,0.9699999690055847,246.2974090576172,0.0
-26.73806,27.59194,10-01-2011,16.0,0.9899999499320984,247.99688720703125,0.0
-26.45,28.085833,10-01-2011,9.90000057220459,0.9300000071525574,245.3014373779297,0.0
-30.86013889,29.07125,10-01-2011,51.70000076293945,0.8499999642372131,209.20143127441406,0.0
-27.356667,27.286389,10-01-2011,21.30000114440918,1.1200000047683716,253.00045776367188,0.0
-27.01011111,26.69808333,11-01-2011,5.300000190734863,1.1899999380111694,256.2017822265625,0.0
-25.73411,27.21422,11-01-2011,2.4000000953674316,1.0399999618530273,245.49905395507812,3.299999952316284
-26.98472222,26.63227778,11-01-2011,8.300000190734863,1.209999918937683,254.5023193359375,0.0
-27.398611,26.614722,11-01-2011,4.300000190734863,1.2899999618530273,259.1027526855469,0.0
-27.671111,27.236944,11-01-2011,28.200000762939453,1.1799999475479126,250.50262451171875,0.0
-29.160278,26.573333,11-01-2011,23.0,1.4499999284744263,243.79957580566406,0.0
-34.250556,20.9925,11-01-2011,4.200000286102295,1.0799999237060547,299.8980712890625,165.1999969482422
-25.45963889,28.26430556,11-01-2011,1.399999976158142,1.1200000047683716,246.5977783203125,33.10000228881836
-25.81048333,27.90955222,12-01-2011,1.3000000715255737,1.0499999523162842,246.5977783203125,5.5
-27.273889,28.49,12-01-2011,41.400001525878906,0.9099999666213989,237.1992950439453,0.0
-27.4275,28.525833,12-01-2011,36.10000228881836,0.8899999856948853,235.0018310546875,0.0
-28.883333,27.89,12-01-2011,29.600000381469727,1.0099999904632568,223.69834899902344,0.0
-27.00222,28.76528,13-01-2011,39.20000076293945,0.8299999833106995,239.09637451171875,0.0
-27.02314,28.59389,13-01-2011,36.79999923706055,0.8899999856948853,239.49951171875,0.0
-30.534167,24.961944,13-01-2011,0.0,1.809999942779541,257.4032897949219,89.0
-28.460833,21.248889,13-01-2011,0.0,2.7300000190734863,296.301513671875,146.1999969482422
-29.658056,25.973333,14-01-2011,0.20000000298023224,1.5299999713897705,246.2025604248047,18.100000381469727
-28.760833,17.730278,16-01-2011,0.0,2.819999933242798,317.50146484375,228.40000915527344
-25.513889,31.224444,17-01-2011,21.100000381469727,0.8700000047683716,210.7032928466797,0.0
-26.861111,28.884722,17-01-2011,35.70000076293945,0.7999999523162842,240.59823608398438,0.0
-31.554722,29.245556,17-01-2011,50.5,0.5699999928474426,205.8973388671875,0.0
-28.058889,30.373611,17-01-2011,52.70000076293945,0.7299999594688416,228.59915161132812,0.0
-25.127778,27.628889,18-01-2011,1.100000023841858,1.2999999523162842,250.80299377441406,56.10000228881836
-25.20639,27.558,18-01-2011,1.100000023841858,1.25,250.39987182617188,51.900001525878906
-24.69514,27.40906,18-01-2011,1.399999976158142,1.3600000143051147,246.70054626464844,54.900001525878906
-25.681111,31.783333,18-01-2011,6.700000286102295,0.9699999690055847,200.4036865234375,6.099999904632568
-27.802778,28.768333,18-01-2011,31.30000114440918,0.8100000023841858,229.3026580810547,0.0
-27.398611,26.614722,18-01-2011,4.300000190734863,1.2899999618530273,259.1027526855469,0.0
-31.104278,29.399722,18-01-2011,57.20000076293945,0.7299999594688416,205.50210571289062,0.0
-31.396,29.2651,18-01-2011,49.60000228881836,0.7299999594688416,206.10284423828125,0.0
-33.38056,19.30167,18-01-2011,5.099999904632568,1.4800000190734863,333.19989013671875,198.1999969482422
-33.31388889,19.07472222,18-01-2011,6.900000095367432,1.709999918937683,329.50054931640625,211.90000915527344
-27.495556,26.074722,18-01-2011,0.4000000059604645,1.3199999332427979,262.29620361328125,9.100000381469727
-24.39619444,27.08983333,19-01-2011,1.5,1.4199999570846558,239.69712829589844,61.20000076293945
-26.970278,27.211111,19-01-2011,13.300000190734863,1.0799999237060547,251.79896545410156,0.0
-26.880278,26.965,19-01-2011,8.90000057220459,1.090000033378601,252.59732055664062,0.0
-27.273889,28.49,19-01-2011,41.400001525878906,0.9099999666213989,237.1992950439453,0.0
-27.3,28.586944,19-01-2011,40.0,0.8799999952316284,235.39706420898438,0.0
-27.044444,27.005,19-01-2011,13.40000057220459,1.1299999952316284,252.59732055664062,0.0
-30.568333,29.422778,19-01-2011,62.60000228881836,0.699999988079071,211.50164794921875,0.0
-30.570833,29.150556,19-01-2011,49.900001525878906,0.7299999594688416,212.70314025878906,0.0
-34.031944,22.053333,19-01-2011,1.2000000476837158,0.7799999713897705,289.1004638671875,135.5
-33.13083,18.86278,19-01-2011,3.200000047683716,1.7999999523162842,326.4019775390625,207.8000030517578
-33.7075,18.97444444,19-01-2011,9.699999809265137,1.5399999618530273,327.80108642578125,205.8000030517578
-25.57877778,29.12747222,19-01-2011,2.799999952316284,1.0499999523162842,244.50308227539062,28.700000762939453
-26.006389,29.253889,20-01-2011,14.600000381469727,0.7799999713897705,237.49966430664062,0.0
-27.02314,28.59389,20-01-2011,36.79999923706055,0.8899999856948853,239.49951171875,0.0
-30.679722,26.7125,20-01-2011,0.4000000059604645,1.5199999809265137,236.40093994140625,27.0
-28.460833,21.248889,20-01-2011,0.0,2.7300000190734863,296.301513671875,146.1999969482422
-30.77586667,29.03221667,20-01-2011,48.79999923706055,0.85999995470047,209.89703369140625,0.0
-24.925278,29.324444,21-01-2011,0.699999988079071,1.1999999284744263,242.89846801757812,68.0
-28.460833,21.248889,21-01-2011,0.0,2.7300000190734863,296.301513671875,146.1999969482422
-24.679167,30.8025,24-01-2011,113.30000305175781,0.6499999761581421,216.29969787597656,0.0
-25.99136,27.84208,24-01-2011,11.0,0.9699999690055847,246.2974090576172,0.0
-25.49037,30.6986,24-01-2011,22.80000114440918,0.75,221.00289916992188,0.0
-26.970278,27.211111,24-01-2011,13.300000190734863,1.0799999237060547,251.79896545410156,0.0
-27.671111,27.236944,24-01-2011,28.200000762939453,1.1799999475479126,250.50262451171875,0.0
-27.356667,27.286389,24-01-2011,21.30000114440918,1.1200000047683716,253.00045776367188,0.0
-27.01011111,26.69808333,25-01-2011,5.300000190734863,1.1899999380111694,256.2017822265625,0.0
-26.98472222,26.63227778,25-01-2011,8.300000190734863,1.209999918937683,254.5023193359375,0.0
-27.398611,26.614722,25-01-2011,4.300000190734863,1.2899999618530273,259.1027526855469,0.0
-33.818056,19.694722,25-01-2011,3.9000000953674316,1.5299999713897705,325.00286865234375,200.1999969482422
-25.45963889,28.26430556,25-01-2011,1.399999976158142,1.1200000047683716,246.5977783203125,33.10000228881836
-33.897778,20.012778,25-01-2011,1.399999976158142,1.5299999713897705,317.99945068359375,186.90000915527344
-25.81048333,27.90955222,26-01-2011,1.3000000715255737,1.0499999523162842,246.5977783203125,5.5
-34.065833,20.404167,26-01-2011,1.899999976158142,1.4900000095367432,308.19781494140625,181.0
-24.058889,31.237222,26-01-2011,1.600000023841858,1.209999918937683,202.1031494140625,37.900001525878906
-26.648056,27.089444,26-01-2011,1.399999976158142,1.0199999809265137,253.1980743408203,0.0
-26.880278,26.965,26-01-2011,8.90000057220459,1.090000033378601,252.59732055664062,0.0
-27.273889,28.49,26-01-2011,41.400001525878906,0.9099999666213989,237.1992950439453,0.0
-27.044444,27.005,26-01-2011,13.40000057220459,1.1299999952316284,252.59732055664062,0.0
-34.092222,21.295278,26-01-2011,2.9000000953674316,1.1399999856948853,298.1985778808594,159.3000030517578
-27.02314,28.59389,27-01-2011,36.79999923706055,0.8899999856948853,239.49951171875,0.0
-26.73806,27.59194,27-01-2011,16.0,0.9899999499320984,247.99688720703125,0.0
-28.760833,17.730278,30-01-2011,0.0,2.819999933242798,317.50146484375,228.40000915527344
-26.861111,28.884722,31-01-2011,35.70000076293945,0.7999999523162842,240.59823608398438,0.0
-26.73806,27.59194,31-01-2011,16.0,0.9899999499320984,247.99688720703125,0.0
-25.127778,27.628889,01-02-2011,1.100000023841858,1.4299999475479126,266.50140380859375,100.5999984741211
-24.69514,27.40906,01-02-2011,1.3000000715255737,1.5299999713897705,271.7974548339844,97.20000457763672
-27.363611,31.783333,01-02-2011,5.5,1.1200000047683716,261.7033386230469,96.30000305175781
-27.802778,28.768333,01-02-2011,11.5,0.8999999761581421,247.1985321044922,31.5
-29.160278,26.573333,01-02-2011,8.5,1.3799999952316284,259.1976013183594,20.30000114440918
-34.329722,18.990278,01-02-2011,12.100000381469727,0.7199999690055847,268.0981140136719,123.0999984741211
-25.20639,27.558,02-02-2011,1.100000023841858,1.3799999952316284,266.3038024902344,97.70000457763672
-23.281,30.54305556,03-02-2011,5.599999904632568,1.1999999284744263,275.1015319824219,96.20000457763672
-28.801278,31.955389,03-02-2011,22.30000114440918,0.7999999523162842,256.5021667480469,34.0
